Description,Name,GTEX-11DXY-0526-SM-5EGGQ,GTEX-11DXZ-0126-SM-5EGGY,GTEX-11EQ9-0526-SM-5A5JZ,GTEX-11GSP-0626-SM-5986T,GTEX-11NUK-1226-SM-5P9GM,GTEX-11OF3-0726-SM-5BC4Z,GTEX-11TT1-1726-SM-5EQLJ,GTEX-11TUW-1726-SM-5BC5C,GTEX-11WQC-0726-SM-5EQMR,GTEX-11ZTS-1426-SM-5EQMM,GTEX-11ZUS-2526-SM-59872,GTEX-11ZVC-0726-SM-5FQT9,GTEX-1212Z-0226-SM-59HLF,GTEX-12696-0826-SM-5EGGE,GTEX-1269C-0626-SM-5FQSS,GTEX-12KS4-1326-SM-5LUB3,GTEX-12WSD-1426-SM-5GCN9,GTEX-12WSG-0626-SM-5FQTQ,GTEX-12WSL-0226-SM-5CVMJ,GTEX-13113-1326-SM-5GCOI,GTEX-131XE-0326-SM-5LZVO,GTEX-131XH-0626-SM-5LZWH,GTEX-131YS-1626-SM-5HL6C,GTEX-132AR-0426-SM-5IFH8,GTEX-132NY-0926-SM-5P9G3,GTEX-1399R-1226-SM-5P9GF,GTEX-1399T-0826-SM-5IFES,GTEX-139TS-1426-SM-5IFJD,GTEX-139TU-0826-SM-5IJFG,GTEX-13FTW-1126-SM-5J2NV,GTEX-13N11-0926-SM-5IJG2,GTEX-13N2G-0926-SM-5IFGJ,GTEX-13NYB-1026-SM-5IFH3,GTEX-13O1R-2026-SM-5KM3N,GTEX-13O3O-1826-SM-5IFGW,GTEX-13OW6-2626-SM-5IFF2,GTEX-13PVQ-1526-SM-5IFEQ,GTEX-13PVR-0126-SM-5S2PY,GTEX-13QJC-0726-SM-5RQJK,GTEX-13SLX-1226-SM-5S2Q6,GTEX-13VXU-0926-SM-5IFFH,GTEX-144GL-1426-SM-79OMA,GTEX-144GM-1326-SM-5LU5E,GTEX-145MF-0826-SM-5QGQA,GTEX-145MO-2326-SM-5NQ9K,GTEX-146FH-1526-SM-5NQBU,GTEX-14753-1626-SM-5NQ9L,GTEX-147F4-1426-SM-5LUA8,GTEX-147GR-1326-SM-7IGLB,GTEX-147JS-1126-SM-5RQIW,GTEX-148VI-0626-SM-5TDDH,GTEX-1497J-0726-SM-5Q5D1,GTEX-14A5I-1726-SM-5QGQ5,GTEX-14AS3-0126-SM-5Q5F4,GTEX-14BIL-1326-SM-79OMR,GTEX-14C38-1526-SM-5RQJ7,GTEX-14DAQ-1726-SM-5S2R2,GTEX-14E1K-0326-SM-5S2PE,GTEX-14E7W-1526-SM-6871X,GTEX-14JG1-1626-SM-664NH,GTEX-14PHX-0526-SM-664NW,GTEX-14XAO-0226-SM-68728,GTEX-15DYW-1326-SM-6LPIV,GTEX-15ER7-1826-SM-6LLI7,GTEX-15RJ7-2026-SM-6LPJ4,GTEX-15RJE-1126-SM-6LPI5,GTEX-15SHU-1826-SM-7KUKS,GTEX-17F96-1226-SM-79OK2,GTEX-17HHE-0126-SM-79398,GTEX-17HII-1026-SM-7IGLY,GTEX-17MF6-1126-SM-7DUFS,GTEX-18465-1626-SM-7LG6N,GTEX-18A66-2026-SM-7189C,GTEX-18A6Q-2026-SM-718AQ,GTEX-18A7A-1526-SM-72D69,GTEX-18D9B-1526-SM-7KFRK,GTEX-1A32A-0826-SM-72D5C,GTEX-1A8FM-1226-SM-7IGMD,GTEX-1A8G7-1126-SM-731ED,GTEX-1AMFI-0826-SM-731DV,GTEX-1AX8Z-1026-SM-7189R,GTEX-1AX9I-1626-SM-72D5D,GTEX-1B8L1-0726-SM-7P8RT,GTEX-1B8SG-1326-SM-79ONT,GTEX-1B932-1426-SM-793AN,GTEX-1B933-1226-SM-731DW,GTEX-1B996-1426-SM-7EPIA,GTEX-1BAJH-1526-SM-7RHGI,GTEX-1C6VQ-1626-SM-79OO1,GTEX-1CB4F-1726-SM-7MGXH,GTEX-1CB4J-0726-SM-7IGN8,GTEX-1E2YA-1226-SM-7MGY3,GTEX-1EH9U-1126-SM-7IGLU,GTEX-1EKGG-1226-SM-7IGNO,GTEX-1EWIQ-0726-SM-7MKFW,GTEX-1F75A-1626-SM-9JGGT,GTEX-1GF9V-1226-SM-7MKGY,GTEX-1GF9W-0826-SM-7MKHI,GTEX-1GF9X-0426-SM-7MKHN,GTEX-1GN1U-0926-SM-9WPPY,GTEX-1GN2E-0926-SM-9WPOH,GTEX-1GN73-1126-SM-9OSW5,GTEX-1GZ4I-1526-SM-9OSW9,GTEX-1H11D-0826-SM-9OSWB,GTEX-1HB9E-0626-SM-AHZ4K,GTEX-1HBPH-2626-SM-A96TV,GTEX-1HBPI-1026-SM-AHZ4N,GTEX-1HCVE-1526-SM-B2LWW,GTEX-1ICG6-1026-SM-B2LY6,GTEX-1ICLY-1526-SM-C1YS4,GTEX-1IKJJ-1526-SM-C1YSC,GTEX-1IKK5-0326-SM-C1YPY,GTEX-1J8EW-1626-SM-C1YQ8,GTEX-1JJEA-1526-SM-CNNPK,GTEX-1JMLX-1326-SM-CXZJO,GTEX-1K9T9-0726-SM-CXZJZ,GTEX-1KAFJ-0726-SM-CXZKF,GTEX-1KANB-2226-SM-DHXJW,GTEX-1KD5A-1226-SM-CXZK7,GTEX-1KWVE-0326-SM-EV7AF,GTEX-1LGRB-0626-SM-CNNQH,GTEX-1LH75-0926-SM-EAZ5C,GTEX-1MJIX-0726-SM-DPRYP,GTEX-1NV8Z-1626-SM-DPRYT,GTEX-1PBJJ-0626-SM-DPRYO,GTEX-1PIIG-1326-SM-EXOIR,GTEX-1QCLZ-1226-SM-EAZ49,GTEX-1QP66-0226-SM-DPRXS,GTEX-1QP6S-1326-SM-DPRZ8,GTEX-1QPFJ-1126-SM-E9U5V,GTEX-1R9JW-0826-SM-DPRZJ,GTEX-1RQEC-1126-SM-EAZ5E,GTEX-O5YT-0826-SM-3TW8N,GTEX-OIZF-0826-SM-3MJGO,GTEX-OOBJ-0826-SM-3NB2K,GTEX-P44G-1126-SM-3NM9D,GTEX-P78B-1326-SM-3P611,GTEX-PX3G-0826-SM-48TZS,GTEX-Q2AG-1126-SM-48U1P,GTEX-Q734-0326-SM-48U15,GTEX-QDVN-0826-SM-48TZ2,GTEX-QEG4-1826-SM-CKZN9,GTEX-QEL4-1226-SM-447A4,GTEX-QESD-2026-SM-447BI,GTEX-QV44-0326-SM-C1YQX,GTEX-R53T-0326-SM-48FEC,GTEX-REY6-1226-SM-48FDR,GTEX-RM2N-1926-SM-48FCU,GTEX-RN64-1826-SM-48FDV,GTEX-RNOR-1426-SM-48FDJ,GTEX-RTLS-1326-SM-46MUN,GTEX-RU72-1426-SM-46MUF,GTEX-RWSA-1426-SM-47JXA,GTEX-S32W-1926-SM-4AD63,GTEX-S33H-1626-SM-4AD68,GTEX-S4Z8-0526-SM-4AD4T,GTEX-SJXC-1226-SM-4DM78,GTEX-T6MN-1226-SM-3NMA5,GTEX-TKQ2-1726-SM-4DXUP,GTEX-U3ZN-0226-SM-3DB8D,GTEX-U8XE-1526-SM-4E3HT,GTEX-UPK5-1426-SM-4JBHH,GTEX-UTHO-2426-SM-4JBHD,GTEX-VUSG-0126-SM-4KL1X,GTEX-WFON-1726-SM-4LVMQ,GTEX-WK11-1326-SM-4OOSI,GTEX-WQUQ-1926-SM-4OOSA,GTEX-WY7C-0726-SM-4ONCB,GTEX-WYVS-1926-SM-4PQZ2,GTEX-WZTO-0626-SM-4PQYY,GTEX-X3Y1-2726-SM-4PQZH,GTEX-X4EO-1126-SM-4QARQ,GTEX-X4EP-1026-SM-4QAS5,GTEX-X4XY-1626-SM-46MVN,GTEX-XBEC-1526-SM-4AT68,GTEX-XXEK-1126-SM-4BRUX,GTEX-Y5LM-0426-SM-4VBRO,GTEX-Y5V5-0926-SM-4VBPZ,GTEX-YB5E-0326-SM-5IFHU,GTEX-YEC4-0826-SM-5P9FV,GTEX-YECK-1926-SM-4W21H,GTEX-YFC4-1526-SM-5IFJS,GTEX-Z9EW-0426-SM-5CVM9,GTEX-ZAB5-0426-SM-5CVMI,GTEX-ZEX8-0826-SM-4WKHK,GTEX-ZF29-2026-SM-DNZYW,GTEX-ZF2S-3026-SM-4WWCH,GTEX-ZPU1-0826-SM-57WG2,GTEX-ZTPG-1426-SM-51MT3,GTEX-ZVP2-0626-SM-51MSO,GTEX-ZVT3-1626-SM-5GU66,GTEX-ZYT6-0626-SM-5E45V,GTEX-ZZPU-0426-SM-5GZYH
RP1-40E16.11,ENSG00000228170.1,6.953,4.437,5.442,10.48,13.99,21.97,1.257,1.694,6.683,6.281,3.514,5.125,9.688,5.455,1.917,4.352,9.485,3.503,2.824,8.874,0.5865,4.643,11.15,2.821,5.823,4.824,14.92,5.852,3.559,3.4,10.19,3.764,14.4,3.764,0.9595,14.96,0.6826,3.668,1.918,13.53,6.443,9.75,0,12.4,1.939,2.009,2.139,2.553,3.26,8.572,7.986,4.352,4.538,12.93,11.61,0.5963,8.069,4.408,12.43,8.305,4.66,1.015,7.289,8.022,2.57,2.459,12.93,10.14,9.879,3.106,3.049,5.588,3.421,13.62,20.72,4.479,4.246,8.57,9.801,4.38,1.955,9.386,19.81,2.423,4.931,18.5,3.302,13.93,5.84,4.03,0.3155,3.397,4.121,11,10.07,4.144,4.81,0.8704,2.691,7.592,6.278,3.699,4.66,5.073,4.404,6.683,5.373,6.377,8.365,0.4713,9.234,5.993,15.16,10.35,7.681,2.575,1.849,29.87,4.303,10.7,3.176,4.367,3.765,8.279,1.338,2.296,3.266,0.4264,5.228,6.608,5.303,5.61,2.076,5.757,13.41,0.3895,2.503,8.183,4.193,1.813,0.8754,10.76,4.567,6.271,3.044,3.987,4.539,2.816,15.4,12.32,8.939,2.51,2.397,0.963,7.116,1.914,10.17,8.981,2.437,6.565,0.5942,3.344,3.296,1.4,3.789,2.038,4.48,4.307,3.079,8.163,3.706,3.211,6.735,1.948,6.588,0,2.106,13.76,3.703,2.631,5.233,5.281,1.569,4.837,4.5,2.41,3.432,4.825,0.9996,3.703,18.69,9.234,7.239
HIF1A,ENSG00000100644.16,5.912,13.55,16.97,13.63,6.441,11.49,92.07,78.3,14.58,7.749,2.857,9.898,12.62,15.7,20.54,31.02,11.09,39.09,24.65,12.74,77.65,4.391,6.043,70.19,20.12,14.16,13.08,9.869,10.65,26.45,17.24,8.395,10.91,112.3,22.09,9.221,49.87,30.99,6.731,16.03,7.337,5.457,100.9,9.679,14.29,25.17,8.555,14.77,14.8,10.94,27.8,17.42,11.33,14.26,10.9,62.32,11.27,12.36,10,7.943,16.58,73.89,11.15,10.55,109,10.79,5.229,9.052,17.53,16.68,27.73,3.209,18.39,11.74,14.33,25.57,34.65,10.99,12.11,31.9,45.47,7.226,7.752,59.27,59.16,7.531,17.13,9.719,18.99,13.49,30.99,11.46,11.19,6.847,6.963,5.881,6.203,49.01,14.84,12.48,10.22,29.69,9.285,12.68,22.48,9.703,11.05,9.117,13.46,65.7,7.526,50.47,9.338,7.535,16.29,89.11,14.8,7.965,30.19,6.537,19.38,37.91,7.424,7.035,14.8,4.866,20.08,13.81,8.474,24.28,13.17,6.752,155.5,19.35,16.18,29.73,10.13,17.95,9.038,21.51,72.06,4.291,17.69,24.76,16.71,13.75,17.61,54.78,4.794,7.312,11.61,16.33,16.99,40.19,31.2,16.91,5.399,11.17,50.88,34.98,84.05,21.33,28.8,37.48,23.91,3.309,12.6,16.48,25.7,5.838,11.05,13.31,20.87,67.39,5.695,44.58,28.18,13.15,47.62,15.18,8.381,26.83,28.04,12.51,22.05,23.46,15.8,85.51,48.19,17.44,12.63,7.658,11.38
KLF12,ENSG00000118922.17,2.824,4.563,4.348,3.154,5.93,9.509,1.307,0.3728,5.597,6.151,3.435,5.945,4.513,2.475,3.562,3.961,4.746,2.911,2.966,3.867,1.17,1.879,5.845,1.838,3.802,4.767,5.359,4.414,3.152,4.017,3.195,4.02,4.885,0.2998,0.7846,7.054,0.3908,4.099,3.4,6.595,6.125,3.107,0.7414,4.811,2.155,5.378,3.573,1.607,3.598,3.618,2.927,2.399,5.215,8.697,4.092,1.069,7.055,6.512,6.653,6.359,4.686,1.637,6.856,5.165,3.15,4.575,3.837,8.42,10.03,3.75,4.225,4.048,3.735,5.323,8.166,4.087,2.652,3.236,5.05,7.059,3.464,3.651,6.909,1.393,3.285,8.465,2.482,6.955,3.963,4.088,1.155,3.031,3.308,4.047,3.412,3.328,3.828,2.391,3.031,4.452,2.885,2.862,3.316,3.617,2.566,6.361,4.41,6.796,5.64,0.8074,5.851,4.305,6.565,5.685,5.55,2.059,5.342,7.459,2.56,2.785,3.87,1.547,2.072,5.836,3.093,2.818,4.385,1.056,5.818,4.127,3.13,3.512,2.257,6.745,7.645,0.7887,3.802,3.897,4.809,4.542,2.407,4.032,3.176,6.538,5.162,9.012,4.155,4.939,5.687,6.266,3.099,4.14,4.219,2.724,3.665,5.064,4.433,3.969,3.141,4.792,1.068,5.211,6.469,3.019,3.646,2.095,3.056,4.946,4.267,3.673,3.978,2.354,3.729,1.556,3.413,0.979,3.247,6.182,2.97,2.71,4.95,3.154,4.913,7.269,3.697,4.552,7.18,3.493,2.185,3.352,9.379,6.827,4.433
MIR135A1,ENSG00000207926.1,11.02,7.91,1.631,4.828,16.39,13.19,0.5272,0.3553,3.617,6.44,7.076,7.37,7.272,6.24,0.6433,3.436,6.719,0.3918,2.369,2.481,1.968,7.791,10.31,0,3.823,4.593,6.257,4.255,1.327,2.535,2.898,2.972,8.294,2.806,1.288,7.865,0.7635,5.595,4.183,7.567,7.722,4.34,0.772,10.4,2.556,2.247,4.871,4.283,2.188,2.332,6.347,2.13,3.807,16.48,6.216,0.3335,9.025,4.93,5.617,13.93,3.753,1.135,8.606,9.959,1.437,7.125,14.32,17.52,5.92,3.387,10.23,9.98,3.653,9.018,12.47,1.503,2.625,5.309,5.344,3.919,4.771,5.754,20.16,3.253,0,12.01,5.214,12.56,0.9798,13.52,1.412,3.419,3.457,9.085,11.15,2.528,4.304,1.825,1.612,3.088,1.317,1.926,4.691,4.098,4.177,7.164,5.456,12.23,7.017,1.582,3.205,1.436,10.42,7.766,3.544,0,0.9307,16.58,2.825,6.734,1.492,1.832,9.762,8.682,7.376,4.866,4.637,5.008,1.754,4.264,2.86,5.17,0,4.484,11.4,0.4356,3.64,4.992,3.517,2.281,1.469,4.046,1.803,8.417,3.973,5.016,7.616,3.436,12.46,12.77,7.124,3.063,1.856,2.02,2.132,4.014,10.83,12.05,3.68,2.955,0,4.364,4.148,1.007,3.179,4.273,2.211,4.416,5.931,8.716,4.783,3.078,4.52,0,6.316,0.4684,2.718,9.233,2.485,5.11,10.6,3.61,3.072,4.94,2.517,5.391,2.879,1.056,0.8386,6.578,8.391,13.6,7.119
RP11-70D24.2,ENSG00000278058.1,4.462,4.271,2.409,2.277,4.38,6.57,1.298,0.1193,3.927,3.124,6.633,4.056,3.064,2.468,2.052,3.702,2.573,1.403,2.298,2.361,0.9362,3.561,6.113,2.225,4.469,3.428,4.203,4.36,2.377,2.696,2.854,2.952,4.077,0.589,0.1442,4.822,1.111,1.691,2.305,3.323,4.106,4.746,0.3457,4.879,0.7542,2.222,2.497,0.7458,5.144,2.132,3.197,2.622,2.77,7.623,2.69,0.7467,5.949,3.532,5.06,6.147,3.956,1.271,4.563,5.182,1.663,3.694,4.906,5.435,5.434,3.879,3.818,3.487,2.395,3.769,5.626,2.322,2.602,3.467,1.565,2.029,2.403,1.661,6.562,1.274,1.358,5.042,2.262,5.399,0.7677,5.414,1.659,3.785,1.372,3.75,4.048,2.547,2.56,0.5721,0.8302,1.944,0.8843,1.677,2.246,3.459,1.978,3.975,3.001,6.373,5.788,0.2951,2.781,1.568,3.739,4.577,1.226,1.225,1.702,6.663,2.003,5.402,1.408,1.401,4.339,7.289,3.195,3.382,2.147,1.401,3.927,2.514,3.522,5.743,1.69,3.591,4.519,0.2926,2.006,6.892,4.41,2.426,1.315,7.56,0.7063,6.301,3.812,3.244,3.814,2.26,8.108,7.444,5.96,2.786,1.593,2.803,3.245,2.382,6.872,4.447,1.236,2.406,0.4836,4.501,3.921,0.1879,1.881,2.806,1.435,1.842,4.755,5.575,2.302,1.421,1.687,1.281,3.8,0,1.765,5.556,0.9737,1.534,5.778,1.322,1.228,3.713,3.043,2.021,4.144,0.6304,1.314,2.659,6.97,6.654,3.141
NR1I2,ENSG00000144852.17,70.21,40.32,48,53.31,86.04,82.22,9.469,8.766,68.57,56.67,38.56,51.18,41.55,39.12,29.54,33.19,38.67,36.09,16.76,58.45,5.146,42.82,65.87,11.85,35.93,66.58,44.7,37.12,59.7,42.76,57.4,49.99,55.39,38.98,15.44,99.85,11.9,57.39,103.3,50.33,60.74,46.14,0.4724,55.43,22.82,25.9,42.14,27.98,42.63,33.84,17.91,53.94,77.36,71.68,71.67,3.192,41.38,34.69,41.85,33.48,54.04,4.424,69.31,54.21,8.738,24.73,96.48,153.5,73.96,52.74,33.2,65.42,37.97,69.65,67.93,22.6,35.57,47.22,66.08,84.47,7.35,63.33,57.73,18.32,5.149,78.27,41.67,60.33,53.29,25.37,1.832,45.82,57.91,45.19,72.44,21.79,52.28,9.872,48.79,67.48,61.22,26.75,44.63,87.51,42.62,59.41,27.94,90.49,91.27,12.38,85.42,31.18,69.86,35.03,53.53,1.512,42.54,68.97,19.83,75.41,32.67,3.35,41,50.57,33.37,31.96,58.37,19.01,77.44,73.65,33.74,28.87,13.23,74.72,75.08,2.274,64.09,31.83,46.62,36.84,11.7,65.03,32.09,41.55,42.1,64.59,40.47,42.49,92.44,87.25,56.07,33.42,36.68,15.18,9.82,50.01,56.88,72.08,7.658,34.8,1.095,52.91,29.74,3.716,27.83,17.48,21.21,53.91,41.82,73.96,66.43,30.97,20.39,7.968,67.89,10.16,32.27,83.87,36.51,47.06,52.94,25.22,44.34,52.15,36.97,57.45,42.64,6.377,14.07,37.42,75.93,55.4,49.41
PATZ1,ENSG00000100105.17,11.03,8.798,9.391,4.297,7.521,7.749,2.349,2.391,13.07,7.245,7.016,6.984,6.995,6.725,6.53,7.427,6.76,6.385,4.133,6.934,3.829,9.079,7.529,8.363,8.295,13.59,9.704,9.302,8.244,4.974,9.842,7.89,8.825,5.473,4.951,8.871,2.662,7.256,5.213,10.44,10.94,8.283,2.96,7.951,3.254,9.764,2.968,7.952,10.5,7.014,9.053,6.726,6.748,9.824,8.412,2.47,9.632,6.997,10.38,10.18,8.471,4.667,10.55,8.859,6.16,4.251,9.16,11.83,13.17,4.711,10.85,7.418,5.724,9.193,10.09,5.091,6.16,6.636,8.307,7.552,7.617,6.438,6.956,5.93,7.744,11.4,6.757,9.86,5.939,10.82,4.448,9.962,7.762,7.199,12.05,3.358,5.668,4.598,7.31,7.473,5.302,3.479,6.73,7.396,6.74,7.33,7.482,8.231,8.448,2.725,10.28,4.914,6.601,7.706,6.976,3.573,4.164,10.94,5.724,7.879,6.926,5.044,5.159,9.971,8.373,5.934,6.434,3.147,8.071,7.069,7.514,6.66,9.085,11.1,10.05,1.543,8.116,12.73,9.13,9.634,7.583,10.12,5.286,11.13,9.057,11.14,5.975,5.054,13.52,12.51,6.625,7.808,6.134,4.457,4.905,6.149,8.417,9.466,7.116,7.61,2.38,8.812,7,4.631,5.608,5.876,4.562,6.097,9.556,9.962,7.102,4.976,5.933,2.888,9.401,1.726,5.385,10.46,5.46,5.406,7.967,6.619,4.958,8.41,7.38,8.005,11.78,6.96,4.082,5.77,14.66,10.99,6.668
RP11-669E14.4,ENSG00000262881.1,11.22,3.972,2.359,10.39,0,10.74,0,0.4213,7.548,13.98,15.77,9.03,4.159,2.319,3.433,2.241,8.764,0,0.1873,5.443,0.175,11.89,16.21,0,3.752,3.372,7.915,6.287,7.946,0.8267,0.8933,2.467,20.05,0,1.413,23.58,0,0.5971,4.006,14.5,7.233,10.73,0,6.754,0.8265,2.176,3.222,10.16,7.524,5.669,0.5017,0.469,2.799,6.686,11.1,0,11.65,3.099,6.787,6.577,2.744,0,17.19,20.87,0.05681,4.135,9.108,4.867,9.546,4.943,1.456,23.95,0.4331,7.664,18.86,0,2.757,5.036,7.848,0.8714,0.03536,2.406,13.28,0.1928,0.1308,9.258,1.7,0.1192,3.95,6.845,0,3.244,2.571,18.25,12.3,8.244,12.89,0.4329,2.256,3.891,2.381,4.39,6.922,3.776,1.486,9.307,19.04,13.73,2.277,0.7189,10.61,3.406,21.29,6.337,8.748,0,1.104,19.21,1.34,26.28,0.4296,0.5792,8.239,19.56,2.091,5.601,0.7248,0.1697,12.06,1.652,3.844,17.59,0,4.336,2.558,0,1.727,6.364,9.467,2.48,0,19.67,0.05344,8.358,1.985,5.816,0.4278,0.2037,22.21,16.48,6.224,4.222,1.577,0,0.1011,0.4284,23.2,0.7147,0.3878,0.1911,0,4.657,1.967,0.4776,0.2692,4.544,0.3145,0.714,0,20.67,2.836,2.281,2.903,0,9.689,0,0.06446,4.961,0.7367,0,26.64,0.7004,0.1041,6.192,0.5372,2.109,3.073,0.7929,0,1.387,9.269,19.08,1.539
ZNF33B,ENSG00000196693.14,5.142,6.113,4.124,3.639,5.017,7.64,2.773,0.6097,5.981,3.914,2.595,3.932,4.085,4.51,3.319,3.589,3.535,4.872,3.013,3.06,2.297,3.425,6.906,4.356,4.049,4.784,7.635,2.874,3.604,2.624,4.029,4.491,5.211,2.013,1.144,6.924,0.7146,3.716,3.176,4.657,6.152,4.196,1.527,3.67,2.037,5.121,2.24,3.691,4.299,3.881,4.243,2.661,3.809,6.998,4.751,2.598,5.648,4.197,6.187,6.095,2.938,2.669,6.5,6.448,3.561,3.602,6.871,9.51,9.598,3.257,4.348,3.734,3.66,5.808,7.145,4.917,1.897,3.899,4.411,5.295,3.206,3.476,8.263,3.552,4.622,9.76,2.197,4.879,3.499,5.082,2.017,5.194,2.675,4.704,5.92,2.561,4.499,1.489,4.276,3.518,2.479,1.042,2.738,5.319,4.536,2.985,4.018,6.655,5.206,2.359,5.608,3.965,4.781,5.395,4.972,6.12,3.675,7.909,4.691,5.546,4.12,4.14,2.489,6.278,2.691,2.214,4.554,3.177,6.055,3.24,4.497,3.235,4.224,7.949,6.315,0.7985,4.758,4.77,4.354,4.207,3.928,5.101,4.54,4.595,4.411,7.527,2.899,2.451,6.009,6.167,5.26,4.257,1.375,3.61,5.193,4.504,3.705,4.802,3.467,5.424,1.559,5.369,7.868,2.012,3.962,2.202,3.044,4.616,5.196,3.598,4.135,2.675,2.674,2.409,4.055,1.801,3.044,6.401,2.375,2.234,3.67,4.311,2.738,5.331,4.723,2.4,5.528,4.996,4.686,3.522,7.426,5.422,5.007
RP11-96D1.6,ENSG00000261469.1,6.183,9.585,7.929,2.97,6.194,5.839,0.3561,0.06,4.153,4.581,3.435,2.541,6.284,3.161,1.521,4.641,6.21,0.5954,4.133,5.656,0.1661,7.454,9.93,0.2398,3.478,11.08,7.572,4.476,1.905,6.796,0.5871,4.077,2.009,0,0.6524,3.289,0.6446,5.479,3.097,3.539,5.802,4.961,0.3259,7.527,1.569,1.644,5.238,2.973,3.88,3.741,3.691,2.209,2.25,9.814,4.268,0.1689,11.09,7.409,6.413,14.21,12.36,0.3833,7.113,3.772,5.259,5.129,6.961,12.09,13.99,3.3,5.068,3.574,4.802,4.315,17.87,1.421,1.33,1.569,2.846,6.701,3.776,5.881,7.944,1.098,1.211,6.676,4.953,6.405,0.3309,12.82,0.5661,1.989,2.547,4.458,7.876,1.85,2.226,0.4315,1.416,8.082,1.834,1.084,4.488,6.015,0.1628,5.995,2.483,17.94,14.65,0.3561,7.758,1.758,3.26,9.834,2.339,0.1945,1.781,9.161,2.65,1.658,1.439,0.2062,6.302,5.791,6.498,3.355,5.41,1.208,4.073,9.072,2.737,2.395,0.04902,11.53,11.03,0.1103,5.012,15.45,3.445,2.632,1.984,3.101,1.065,5.596,6.852,7.812,3.587,4.497,12.93,9.009,4.178,3.168,2.768,1.364,3.096,10.91,6.485,9.946,5.316,2.722,0.5611,4.684,3.035,0.9068,8.895,3.62,2.165,6.779,6.042,3.644,8.641,1.364,2.29,0.138,3.266,0,4.498,11.89,2.938,4.04,4.882,1.995,4.743,6.732,3.995,7.646,5.835,3.387,0.1416,6.356,9.545,20.82,6.577
CTC-490E21.11,ENSG00000279108.1,11.61,2.56,3.604,6.55,15.08,12.1,0.1009,0.9521,7.978,14.41,10.35,7.273,6.692,1.254,2.524,1.541,4.822,1.087,0.4156,4.808,0.1412,5.483,14.49,0.4982,3.089,2.941,8.167,9.067,4.079,0.9704,2.08,2.097,8.092,0.5035,1.51,7.724,0.7306,2.463,3.156,10.39,8.811,11.48,0.07388,10.43,1.59,1.899,1.73,5.761,2.687,3.812,1.856,2.795,4.535,11.83,6.88,0.4308,9.284,3.114,7.333,14.65,2.993,0.2172,14.78,14.26,0.5044,3.122,14.18,24.29,5.608,2.418,24.59,9.289,1.486,9.637,10.61,0.2732,2.924,9.568,2.36,11.63,0.1997,6.332,18.29,0.9921,0.7917,12.91,7.376,15.17,9.517,8.436,0.3124,4.054,2.421,8.449,6.339,4.566,9.422,1.397,3.039,2.715,3.055,1.843,4.688,2.233,9.762,2.697,17.99,8.282,0.6361,1.047,9.126,3.024,14.21,18.12,5.318,1.13,3.162,15.74,1.487,19.77,1.366,0.7304,3.517,8.89,2.44,1.804,0.3429,0.5135,4.26,13.13,3.041,4.7,0.7917,5.447,3.185,0.1876,5.305,2.229,6.109,1.364,0.4217,7.595,2.027,11.53,3.326,16.96,2.436,0.5344,24.46,22.47,6.817,5.056,1.539,0.5991,0.7344,1.402,5.325,10.26,0.3912,12.79,0.2862,5.026,2.051,0.819,0.9126,4.198,4.992,1.114,1.84,10.27,1.281,4.529,2.866,0.6061,3.079,0.08966,2.406,3.424,0.8027,1,7.257,4.773,3.381,4.423,2.89,8.06,3.877,0.7578,1.103,0.9966,34.55,15.14,1.843
ARID4A,ENSG00000032219.18,5.215,6.898,5.633,7.542,7.856,11.41,3.435,2.35,10.75,10.5,2.486,5.051,7.698,4.879,7.892,5.237,10.04,5.159,5.154,6.065,4.699,4.034,8.253,5.312,6.793,6.601,12,4.398,6.415,8.509,4.143,5.416,5.865,3.006,1.864,8.472,1.905,3.831,3.821,8.001,7.271,5.233,2.525,6.539,3.842,6.156,3.003,6.307,4.528,7.607,4.677,2.581,4.708,15.06,7.305,1.886,8.259,7.843,8.855,6.15,6.82,3,7.617,6.866,5.425,4.172,7.106,6.4,13.75,6.569,5.233,7.528,4.914,10.15,12.06,6.518,4.545,7.748,6.933,7.209,4.717,5.484,7.882,4.069,7.038,9.586,4.459,8.326,6.564,5.524,1.831,4.11,4.3,6.471,6.237,5.695,5.023,3.012,6.533,8.494,5.386,4.204,5.481,5.597,5.253,7.861,7.124,7.516,5.534,2.259,5.629,9.411,8.831,5.36,7.466,6.855,4.744,12.59,5.546,10.39,5.672,3.697,3.342,8.165,3.245,3.459,7.022,2.678,4.389,8.237,5.829,4.19,7.005,8.007,6.296,1.457,5.15,6.557,5.859,5.866,4.051,7.105,6.072,6.984,7.263,8.654,4.78,2.133,6.153,7.427,5.706,5.572,3.764,5.685,7.826,5.137,5.953,6.868,5.674,9.733,2.39,6.319,7.15,5.067,5.985,2.382,3.538,5.873,7.722,6.893,3.833,2.256,8.645,3.094,4.785,2.638,5.523,9.783,5.729,3.452,9.157,5.277,5.271,7.834,8.15,7.028,7.692,6.425,4.747,4.641,10.42,5.162,6.034
